text,categories,word_type,frame_fit,number,bnc_pos,wordnet_pos,noun_supersense,n_words
tribes,loyalty.virtue,noun,True,plural,NoC:6,n,noun.group,1
companies,loyalty.virtue,noun,True,plural,NoC:178,n|v,noun.group,1
countries,loyalty.virtue,noun,True,plural,NoC:168,n,noun.group,1
troupes,loyalty.virtue,noun,True,plural,,n,noun.group,1
fellowships,loyalty.virtue,noun,True,plural,,n,noun.group,1
tribal,loyalty.virtue,adjective,False,,,a,,1
communes,loyalty.virtue,verb,False,,,n|v,noun.location,1
herders,loyalty.virtue,noun,True,plural,,n,noun.person,1
grouped,loyalty.virtue,verb,False,,,a|v,,1
herding,loyalty.virtue,gerund,True,singular,,v,,1
congregate,loyalty.virtue,verb,False,,,v,,1
herded,loyalty.virtue,verb,False,,,v,,1
congregating,loyalty.virtue,gerund,True,singular,,n|v,noun.act,1
traitor,loyalty.vice|authority.virtue,noun,False,singular,,n,noun.person,1
disloyal,loyalty.vice,adjective,False,,,a,,1
treason,loyalty.vice|authority.vice,noun,True,singular,,n,noun.act,1
traitors,loyalty.vice|authority.virtue,noun,True,plural,,n,noun.person,1
unpatriotic,loyalty.vice,adjective,False,,,a,,1
treachery,loyalty.vice|authority.vice,noun,True,singular,,n,noun.attribute,1
enemies,loyalty.vice,noun,True,plural,NoC:15,n,noun.group,1
backstabber,loyalty.vice,noun,False,singular,,,,1
backstabbed,loyalty.vice,verb,False,,,,,1
heretic,loyalty.vice|authority.vice|sanctity.vice,noun,False,singular,,n,noun.person,1
enemy,loyalty.vice,noun,False,singular,NoC:83,n,noun.group,1
deserter,loyalty.vice,noun,False,singular,,n,noun.person,1
infidels,loyalty.vice,noun,True,plural,,n,noun.person,1
infidel,loyalty.vice,noun,False,singular,,n,noun.person,1
backstab,loyalty.vice,noun,False,singular,,,,1
deserting,loyalty.vice,gerund,True,singular,Verb:1,v,,1
apostate,loyalty.vice|authority.vice|sanctity.vice,noun,False,singular,,a|n,noun.person,1
heresy,loyalty.vice|authority.vice|sanctity.vice,noun,True,singular,,n,noun.cognition,1
backstabbers,loyalty.vice,noun,True,plural,,,,1
heretics,loyalty.vice|authority.vice|sanctity.vice,noun,True,plural,,n,noun.person,1
unfaithful,loyalty.vice,adjective,False,,,a,,1
rebellion,loyalty.vice|authority.vice,noun,True,singular,NoC:21,n,noun.act,1
desertion,loyalty.vice,noun,True,singular,,n,noun.act,1
deserters,loyalty.vice,noun,True,plural,,n,noun.person,1
apostates,loyalty.vice|authority.vice|sanctity.vice,noun,True,plural,,n,noun.person,1
unfaithfulness,loyalty.vice,noun,True,singular,,n,noun.attribute,1
backstabbing,loyalty.vice,gerund,True,singular,,,,1
rebel,loyalty.vice|authority.vice,noun,False,singular,NoC:29,n|v,noun.person,1
cheat on,loyalty.vice,verb_phrase,False,,,v,,2
treacherous,loyalty.vice|authority.vice,adjective,False,,,a,,1
backstabs,loyalty.vice,verb,False,,,,,1
heresies,loyalty.vice|authority.vice|sanctity.vice,noun,True,plural,,n,noun.cognition,1
outsider,loyalty.vice,noun,False,singular,NoC:19,n,noun.person,1
outgroup,loyalty.vice,noun,False,singular,,,,1
cheated on,loyalty.vice,verb_phrase,False,,,,,2
against us,loyalty.vice,other_phrase,False,,,,,2
cheating on,loyalty.vice,gerund_phrase,True,singular,,,,2
rebels,loyalty.vice|authority.vice,noun,True,plural,NoC:12,n|v,noun.person,1
infidelity,loyalty.vice,noun,True,singular,,n,noun.attribute,1
outgroups,loyalty.vice,noun,True,plural,,,,1
rebellions,loyalty.vice|authority.vice,noun,True,plural,NoC:1,n,noun.act,1
outsiders,loyalty.vice,noun,True,plural,NoC:7,n,noun.person,1
cheats on,loyalty.vice,verb_phrase,False,,,,,2
respect,authority.virtue,noun,True,singular,NoC:113|Verb:28,n|v,noun.cognition,1
obey,authority.virtue,verb,False,,Verb:19,v,,1
authority,authority.virtue,noun,True,singular,NoC:496,n,noun.attribute,1
obeyed,authority.virtue,verb,False,,Verb:2,v,,1
deference,authority.virtue,noun,True,singular,,n,noun.act,1
reverence,authority.virtue,noun,True,singular,,n|v,noun.feeling,1
respecting,authority.virtue,gerund,True,singular,Verb:0,v,,1
obeying,authority.virtue,gerund,True,singular,Verb:2,v,,1
tradition,authority.virtue,noun,True,singular,NoC:118,n,noun.cognition,1
adhere,authority.virtue,verb,False,,,v,,1
obeys,authority.virtue,verb,False,,Verb:0,v,,1
revere,authority.virtue,noun,False,singular,,n|v,noun.person,1
govern,authority.virtue,verb,False,,Verb:31,v,,1
comply,authority.virtue,verb,False,,Verb:35,v,,1
respectful,authority.virtue,adjective,False,,,a,,1
honor,authority.virtue,noun,True,singular,,n|v,noun.communication,1
adhered,authority.virtue,verb,False,,,v,,1
dictates,authority.virtue,verb,False,,Verb:2,n|v,noun.communication,1
nobility,authority.virtue|sanctity.virtue,noun,False,singular,,n,noun.group,1
forbid,authority.virtue,verb,False,,Verb:16,v,,1
dominion,authority.virtue,noun,True,singular,,n,noun.state,1
governed,authority.virtue,verb,False,,Verb:10,n|v,noun.group,1
obedient,authority.virtue,adjective,False,,,a,,1
reveres,authority.virtue,verb,False,,,n|v,noun.person,1
adhering,authority.virtue,gerund,True,singular,,v,,1
governs,authority.virtue,verb,False,,Verb:2,v,,1
governing,authority.virtue,gerund,True,singular,Adj:10|Verb:7,a|n|v,noun.act,1
respected,authority.virtue,verb,False,,Verb:8,a|v,,1
respectfully,authority.virtue,adverb,False,,,r,,1
honorable,authority.virtue,adjective,False,,,a,,1
dictate,authority.virtue,verb,False,,Verb:18,n|v,noun.communication,1
commandments,authority.virtue,noun,True,plural,,n,noun.communication,1
commandment,authority.virtue,noun,True,singular,,n,noun.communication,1
venerate,authority.virtue,verb,False,,,v,,1
politeness,authority.virtue,noun,True,singular,,n,noun.attribute,1
respects,authority.virtue,noun,True,plural,NoC:15|Verb:1,n|v,noun.communication,1
obedience,authority.virtue,noun,True,singular,,n,noun.act,1
divine right,authority.virtue,noun_phrase,True,singular,,n,noun.cognition,2
forbids,authority.virtue,verb,False,,Verb:1,v,,1
permission,authority.virtue,noun,True,singular,NoC:66,n,noun.communication,1
veneration,authority.virtue,noun,True,singular,,n,noun.feeling,1
hierarchy,authority.virtue,noun,False,singular,NoC:37,n,noun.group,1
forbade,authority.virtue,verb,False,,Verb:2,v,,1
honoring,authority.virtue,gerund,True,singular,,n|v,noun.act,1
proper,authority.virtue,adjective,False,,Adj:65,a,,1
venerated,authority.virtue,verb,False,,,v,,1
stature,authority.virtue,noun,True,singular,,n,noun.state,1
acquiesce,authority.virtue,verb,False,,,v,,1
adherence,authority.virtue,noun,True,singular,,n,noun.act,1
deferential,authority.virtue,adjective,False,,,a,,1
leadership,authority.virtue,noun,True,singular,NoC:97,n,noun.act,1
punish,authority.virtue,verb,False,,Verb:18,v,,1
forbidding,authority.virtue,gerund,True,singular,Verb:1,a|n|v,noun.communication,1
revered,authority.virtue,verb,False,,,a|v,,1
filial piety,authority.virtue,noun_phrase,False,singular,,,,2
patriarchs,authority.virtue,noun,True,plural,,n,noun.person,1
decree,authority.virtue,noun,True,singular,NoC:19,n|v,noun.communication,1
coerce,authority.virtue,verb,False,,,v,,1
dominions,authority.virtue,noun,True,plural,,n,noun.state,1
dictating,authority.virtue,gerund,True,singular,Verb:1,v,,1
venerating,authority.virtue,gerund,True,singular,,a|v,,1
wear the crown,authority.virtue,verb_phrase,False,,,,,3
venerates,authority.virtue,verb,False,,,v,,1
institution,authority.virtue,noun,False,singular,NoC:163,n,noun.group,1
monarchical,authority.virtue,adjective,False,,,a,,1
servant,authority.virtue,noun,False,singular,NoC:66,n,noun.person,1
decrees,authority.virtue,noun,True,plural,NoC:3,n|v,noun.communication,1
permit,authority.virtue,verb,False,,Verb:59,n|v,noun.communication,1
do as one says,authority.virtue,verb_phrase,False,,,,,4
supervise,authority.virtue,verb,False,,Verb:18,v,,1
duty,authority.virtue,noun,True,singular,NoC:200,n,noun.act,1
compliance,authority.virtue,noun,True,singular,NoC:26,n,noun.act,1
lionize,authority.virtue,verb,False,,,v,,1
supervision,authority.virtue,noun,True,singular,NoC:34,n,noun.act,1
take orders,authority.virtue,verb_phrase,False,,,v,,2
take up arms,authority.virtue,verb_phrase,False,,,v,,3
duties,authority.virtue,noun,True,plural,NoC:39,n,noun.act,1
dictated,authority.virtue,verb,False,,Verb:6,a|v,,1
elders,authority.virtue,noun,True,plural,NoC:5,n,noun.person,1
emperors,authority.virtue,noun,True,plural,NoC:2,n,noun.person,1
commands,authority.virtue,noun,True,plural,NoC:7|Verb:3,n|v,noun.communication,1
acquiesced,authority.virtue,verb,False,,,v,,1
emperor,authority.virtue,noun,False,singular,NoC:45,n,noun.person,1
adheres,authority.virtue,verb,False,,,v,,1
servants,authority.virtue,noun,True,plural,NoC:30,n,noun.person,1
regulations,authority.virtue,noun,True,plural,NoC:42,n,noun.communication,1
covenant,authority.virtue,noun,True,singular,NoC:23,n|v,noun.communication,1
hierarchical,authority.virtue,adjective,False,,,a,,1
subordinate,authority.virtue,noun,False,singular,,a|n|v,noun.person,1
policing,authority.virtue,gerund,True,singular,,v,,1
decreeing,authority.virtue,gerund,True,singular,,v,,1
acquiesces,authority.virtue,verb,False,,,v,,1
authorizing,authority.virtue,gerund,True,singular,,v,,1
nobles,authority.virtue|sanctity.virtue,noun,True,plural,,n,noun.person,1
permits,authority.virtue,verb,False,,Verb:5,n|v,noun.communication,1
matriarchal,authority.virtue,adjective,False,,,a,,1
authorizes,authority.virtue,verb,False,,,v,,1
control,authority.virtue,noun,True,singular,NoC:508|Verb:169,n|v,noun.attribute,1
command,authority.virtue,noun,True,singular,NoC:75|Verb:26,n|v,noun.communication,1
subordinating,authority.virtue,gerund,True,singular,,a|v,,1
hierarchies,authority.virtue,noun,True,plural,NoC:3,n,noun.group,1
reverential,authority.virtue,adjective,False,,,a,,1
deferentially,authority.virtue,adverb,False,,,r,,1
punishes,authority.virtue,verb,False,,Verb:0,v,,1
patriarch,authority.virtue,noun,False,singular,,n,noun.person,1
empires,authority.virtue,noun,True,plural,NoC:2,n,noun.location,1
honored,authority.virtue,verb,False,,,a|v,,1
traditional,authority.virtue,adjective,False,,Adj:99,a,,1
subordination,authority.virtue,noun,True,singular,,n,noun.state,1
punished,authority.virtue,verb,False,,Verb:7,a|v,,1
noble,authority.virtue|sanctity.virtue,adjective,False,,Adj:13,a|n,noun.person,1
order,authority.virtue,noun,True,singular,NoC:447|Verb:94,n|v,noun.communication,1
worship,authority.virtue|sanctity.virtue,noun,True,singular,NoC:27,n|v,noun.act,1
social order,authority.virtue,noun_phrase,False,singular,,,,2
monarchs,authority.virtue,noun,True,plural,NoC:2,n,noun.person,1
ruling,authority.virtue,gerund,True,singular,NoC:25|Adj:22|Verb:1,a|n|v,noun.act,1
lead by example,authority.virtue,verb_phrase,False,,,,,3
authorities,authority.virtue,noun,True,plural,NoC:130,n,noun.group,1
guiding,authority.virtue,gerund,True,singular,,a|v,,1
presidents,authority.virtue,noun,True,plural,NoC:6,n,noun.person,1
slavishly,authority.virtue,adverb,False,,,r,,1
patriarchy,authority.virtue,noun,False,singular,,n,noun.group,1
subordinates,authority.virtue,verb,False,,,n|v,noun.person,1
supervisers,authority.virtue,noun,True,plural,,,,1
bow before,authority.virtue,verb_phrase,False,,,,,2
fathers,authority.virtue,noun,True,plural,NoC:12,n|v,noun.person,1
bow down,authority.virtue,verb_phrase,False,,,v,,2
institutions,authority.virtue,noun,True,plural,NoC:65,n,noun.group,1
coercion,authority.virtue,noun,True,singular,,n,noun.act,1
governors,authority.virtue,noun,True,plural,NoC:17,n,noun.person,1
commanded,authority.virtue,verb,False,,Verb:8,v,,1
police,authority.virtue,noun,False,singular,NoC:278,n|v,noun.group,1
authorize,authority.virtue,verb,False,,,v,,1
bullys,authority.virtue,verb,False,,,n|v,noun.person,1
acquiescing,authority.virtue,gerund,True,singular,,v,,1
empire,authority.virtue,noun,False,singular,NoC:75,n,noun.location,1
mentor,authority.virtue,noun,False,singular,,n|v,noun.person,1
chiefs,authority.virtue,noun,True,plural,NoC:9,n,noun.person,1
monarchies,authority.virtue,noun,True,plural,NoC:0,n,noun.group,1
honors,authority.virtue,noun,True,plural,,n|v,noun.communication,1
preside over,authority.virtue,verb_phrase,False,,,,,2
acquiescent,authority.virtue,adjective,False,,,a,,1
bowing,authority.virtue,gerund,True,singular,Verb:2,a|n|v,noun.communication,1
oligarchy,authority.virtue,noun,False,singular,,n,noun.group,1
willing,authority.virtue,adjective,False,,Adj:39,a|n|v,noun.act,1
polite,authority.virtue,adjective,False,,Adj:24,a,,1
supervising,authority.virtue,gerund,True,singular,Verb:2,n|v,noun.act,1
pecking order,authority.virtue,noun_phrase,False,singular,,n,noun.group,2
compliantly,authority.virtue,adverb,False,,,,,1
bishops,authority.virtue,noun,True,plural,NoC:12,n,noun.person,1
monarch,authority.virtue,noun,False,singular,NoC:18,n,noun.person,1
slaves,authority.virtue,noun,True,plural,NoC:8,n|v,noun.person,1
punishments,authority.virtue,noun,True,plural,NoC:2,n,noun.act,1
authorized,authority.virtue,adjective,False,,,a|v,,1
compliant,authority.virtue,adjective,False,,,a,,1
dutiful,authority.virtue,adjective,False,,,a,,1
father,authority.virtue,noun,False,singular,NoC:491,n|v,noun.person,1
punishment,authority.virtue,noun,True,singular,NoC:48,n,noun.act,1
coerces,authority.virtue,verb,False,,,v,,1
toe the line,authority.virtue,verb_phrase,False,,,v,,3
monarchy,authority.virtue,noun,False,singular,NoC:20,n,noun.group,1
obediently,authority.virtue,adverb,False,,,r,,1
elder,authority.virtue,noun,False,singular,NoC:15,a|n,noun.person,1
oligarchies,authority.virtue,noun,True,plural,,n,noun.group,1
dictators,authority.virtue,noun,True,plural,,n,noun.person,1
leaders,authority.virtue,noun,True,plural,NoC:72,n,noun.group,1
bishop,authority.virtue,noun,False,singular,NoC:68,n,noun.person,1
lorded over,authority.virtue,verb_phrase,False,,,,,2
worships,authority.virtue|sanctity.virtue,noun,True,plural,NoC:0,n|v,noun.act,1
coercing,authority.virtue,gerund,True,singular,,v,,1
protectors,authority.virtue,noun,True,plural,,n,noun.person,1
dictator,authority.virtue,noun,False,singular,,n,noun.person,1
punishing,authority.virtue,gerund,True,singular,Verb:2,a|v,,1
commanding,authority.virtue,gerund,True,singular,Verb:1,a|v,,1
coerced,authority.virtue,verb,False,,,v,,1
commanders,authority.virtue,noun,True,plural,NoC:5,n,noun.person,1
pope,authority.virtue|sanctity.virtue,noun,False,singular,,n,noun.person,1
punitive,authority.virtue,adjective,False,,,a,,1
underlings,authority.virtue,noun,True,plural,,n,noun.person,1
master,authority.virtue,noun,False,singular,NoC:142,a|n|v,noun.person,1
subordinated,authority.virtue,verb,False,,,v,,1
president,authority.virtue,noun,False,singular,NoC:334,n,noun.person,1
in charge,authority.virtue,other_phrase,False,,,,,2
matriarchy,authority.virtue,noun,False,singular,,n,noun.group,1
lionizing,authority.virtue,gerund,True,singular,,v,,1
slave,authority.virtue,noun,False,singular,NoC:26,n|v,noun.person,1
chief,authority.virtue,adjective,False,,Adj:150|NoC:85,a|n,noun.person,1
covenants,authority.virtue,noun,True,plural,NoC:5,n|v,noun.communication,1
commander,authority.virtue,noun,False,singular,NoC:44,n,noun.person,1
matriarch,authority.virtue,noun,False,singular,,n,noun.person,1
authorizer,authority.virtue,noun,False,singular,,n,noun.person,1
guide,authority.virtue,noun,False,singular,NoC:104|Verb:35,n|v,noun.person,1
ordered,authority.virtue,verb,False,,Verb:49,a|v,,1
supervised,authority.virtue,verb,False,,Verb:6,a|v,,1
captains,authority.virtue,noun,True,plural,NoC:3,n|v,noun.person,1
punisher,authority.virtue,noun,False,singular,,,,1
supervises,authority.virtue,verb,False,,Verb:0,v,,1
bossing,authority.virtue,gerund,True,singular,,v,,1
commandant,authority.virtue,noun,False,singular,,n,noun.person,1
governor,authority.virtue,noun,False,singular,NoC:63,n,noun.person,1
admiral,authority.virtue,noun,False,singular,,n,noun.person,1
top gun,authority.virtue,noun_phrase,False,singular,,,,2
dominate,authority.virtue,verb,False,,Verb:54,v,,1
arrest,authority.virtue,verb,False,,Verb:48|NoC:38,n|v,noun.act,1
mentored,authority.virtue,verb,False,,,v,,1
ordering,authority.virtue,gerund,True,singular,Verb:7,n|v,noun.group,1
submit,authority.virtue,verb,False,,Verb:51,v,,1
institutional,authority.virtue,adjective,False,,Adj:20,a,,1
prime minister,authority.virtue,noun_phrase,False,singular,,n,noun.person,2
lionizes,authority.virtue,verb,False,,,v,,1
ranking,authority.virtue,gerund,True,singular,,a|n|v,noun.state,1
boss,authority.virtue,noun,False,singular,NoC:72,a|n|v,noun.person,1
captain,authority.virtue,noun,False,singular,NoC:110,n|v,noun.person,1
by the book,authority.virtue,other_phrase,False,,,,,3
mentors,authority.virtue,verb,False,,,n|v,noun.person,1
dominant,authority.virtue,adjective,False,,Adj:30,a|n,noun.communication,1
arrested,authority.virtue,verb,False,,Verb:35,v,,1
bossed,authority.virtue,verb,False,,,v,,1
leader,authority.virtue,noun,False,singular,NoC:258,n,noun.person,1
rank,authority.virtue,noun,False,singular,NoC:52,a|n|v,noun.group,1
arresting,authority.virtue,gerund,True,singular,Verb:2,a|v,,1
chieftain,authority.virtue,noun,False,singular,,n,noun.person,1
prime ministers,authority.virtue,noun_phrase,True,plural,,n,noun.person,2
regulation,authority.virtue,noun,True,singular,NoC:94,a|n,noun.communication,1
superviser,authority.virtue,noun,False,singular,,,,1
dean,authority.virtue,noun,False,singular,,n,noun.person,1
arrests,authority.virtue,noun,True,plural,NoC:6|Verb:0,n|v,noun.act,1
punishers,authority.virtue,noun,True,plural,,,,1
matriarchs,authority.virtue,noun,True,plural,,n,noun.person,1
controlling,authority.virtue,gerund,True,singular,Verb:17,a|v,,1
managerial,authority.virtue,adjective,False,,Adj:13,a,,1
bosses,authority.virtue,noun,True,plural,NoC:8,n|v,noun.person,1
ranks,authority.virtue,noun,True,plural,NoC:16,n|v,noun.group,1
controls,authority.virtue,noun,True,plural,NoC:32|Verb:11,n|v,noun.attribute,1
dictation,authority.virtue,noun,True,singular,,n,noun.communication,1
guides,authority.virtue,noun,True,plural,NoC:10|Verb:1,n|v,noun.person,1
oligarchs,authority.virtue,noun,True,plural,,n,noun.person,1
principals,authority.virtue,noun,True,plural,NoC:3,n,noun.possession,1
top dog,authority.virtue,noun_phrase,False,singular,,n,noun.person,2
admirals,authority.virtue,noun,True,plural,,n,noun.person,1
caste,authority.virtue,noun,True,singular,,n,noun.state,1
captaining,authority.virtue,gerund,True,singular,,v,,1
queen,authority.virtue,noun,False,singular,NoC:157,n|v,noun.animal,1
mentoring,authority.virtue,gerund,True,singular,,v,,1
elderly,authority.virtue,adjective,False,,Adj:50,a|n,noun.group,1
castes,authority.virtue,verb,False,,,n|v,noun.state,1
governess,authority.virtue,noun,False,singular,,n,noun.person,1
captained,authority.virtue,verb,False,,,v,,1
principal,authority.virtue,adjective,False,,Adj:40|NoC:21,a|n,noun.possession,1
submission,authority.virtue,noun,True,singular,NoC:27,n,noun.communication,1
dominated,authority.virtue,verb,False,,Verb:27,a|v,,1
corporate ladders,authority.virtue,noun_phrase,True,plural,,,,2
queens,authority.virtue,noun,True,plural,NoC:2,n|v,noun.location,1
underling,authority.virtue,noun,False,singular,,n,noun.person,1
corporate ladder,authority.virtue,noun_phrase,False,singular,,,,2
fathered,authority.virtue,verb,False,,,v,,1
dominates,authority.virtue,verb,False,,Verb:4,v,,1
dominating,authority.virtue,gerund,True,singular,Verb:3,a|v,,1
presidential,authority.virtue,adjective,False,,Adj:21,a,,1
oligarch,authority.virtue,noun,False,singular,,n,noun.person,1
controlled,authority.virtue,verb,False,,Verb:36|Adj:10,a|v,,1
submits,authority.virtue,verb,False,,Verb:1,v,,1
submitting,authority.virtue,gerund,True,singular,Verb:3,v,,1
head honcho,authority.virtue,noun_phrase,False,singular,,n,noun.person,2
commandingly,authority.virtue,adverb,False,,,,,1
vice president,authority.virtue,noun_phrase,False,singular,,n,noun.person,2
slaving,authority.virtue,gerund,True,singular,,v,,1
fathering,authority.virtue,gerund,True,singular,,v,,1
slaved,authority.virtue,verb,False,,,v,,1
managers,authority.virtue,noun,True,plural,NoC:58,n,noun.person,1
forbiddingly,authority.virtue,adverb,False,,,r,,1
controllers,authority.virtue,noun,True,plural,NoC:3,n,noun.person,1
submitted,authority.virtue,verb,False,,Verb:22,v,,1
ringleaders,authority.virtue,noun,True,plural,,n,noun.person,1
ringleader,authority.virtue,noun,False,singular,,n,noun.person,1
controller,authority.virtue,noun,False,singular,NoC:21,n,noun.person,1
ranked,authority.virtue,verb,False,,,a|v,,1
manager,authority.virtue,noun,False,singular,NoC:335,n,noun.person,1
prime ministerial,authority.virtue,adjective_phrase,False,,,,,2
submissions,authority.virtue,noun,True,plural,NoC:5,n,noun.communication,1
ceo,authority.virtue,noun,False,singular,,n,noun.person,1
punishingly,authority.virtue,adverb,False,,,r,,1
submitter,authority.virtue,noun,False,singular,,n,noun.person,1
submitters,authority.virtue,noun,True,plural,,n,noun.person,1
disrespect,authority.vice,noun,True,singular,,n|v,noun.communication,1
disobey,authority.vice,verb,False,,,v,,1
disobedience,authority.vice,noun,True,singular,,n,noun.act,1
anarchy,authority.vice,noun,True,singular,,n,noun.state,1
chaos,authority.vice,noun,True,singular,NoC:16,n,noun.state,1
subversion,authority.vice,noun,True,singular,,n,noun.act,1
subvert,authority.vice,verb,False,,,v,,1
lawlessness,authority.vice,noun,True,singular,,n,noun.state,1
subverting,authority.vice,gerund,True,singular,,v,,1
disrespecting,authority.vice,gerund,True,singular,,v,,1
sedition,authority.vice,noun,True,singular,,n,noun.act,1
overthrow,authority.vice,noun,True,singular,,n|v,noun.act,1
insurrection,authority.vice,noun,True,singular,,n,noun.act,1
transgress,authority.vice,verb,False,,,v,,1
dissent,authority.vice,noun,True,singular,,n|v,noun.communication,1
dishonor,authority.vice,verb,False,,,n|v,noun.state,1
dissension,authority.vice,noun,True,singular,,n,noun.communication,1
disrespects,authority.vice,noun,True,plural,,n|v,noun.communication,1
bedlam,authority.vice,noun,True,singular,,n,noun.state,1
rebelling,authority.vice,gerund,True,singular,,v,,1
misrule,authority.vice,noun,True,singular,,n,noun.act,1
transgression,authority.vice,noun,True,singular,,n,noun.act,1
insurrectional,authority.vice,adjective,False,,,a,,1
pandemonium,authority.vice,noun,True,singular,,n,noun.state,1
mutiny,authority.vice,noun,True,singular,,n|v,noun.act,1
mutinies,authority.vice,verb,False,,,n|v,noun.act,1
misruling,authority.vice,gerund,True,singular,,,,1
disobedient,authority.vice,adjective,False,,,a,,1
subverted,authority.vice,verb,False,,,v,,1
transgresses,authority.vice,verb,False,,,v,,1
transgressed,authority.vice,verb,False,,,v,,1
disarray,authority.vice,noun,True,singular,,n|v,noun.cognition,1
misruled,authority.vice,verb,False,,,,,1
rioting,authority.vice,gerund,True,singular,,n|v,noun.state,1
lawless,authority.vice,adjective,False,,,a,,1
transgressing,authority.vice,gerund,True,singular,,v,,1
illegality,authority.vice,noun,True,singular,,n,noun.attribute,1
overthrowing,authority.vice,gerund,True,singular,,v,,1
dishonorable,authority.vice,adjective,False,,,a,,1
dishonoring,authority.vice,gerund,True,singular,,v,,1
rebelled,authority.vice,verb,False,,,v,,1
riot,authority.vice,noun,True,singular,NoC:27,n|v,noun.act,1
dishonouring,authority.vice,gerund,True,singular,,v,,1
disrespected,authority.vice,verb,False,,,v,,1
permissiveness,authority.vice,noun,True,singular,,n,noun.attribute,1
refuser,authority.vice,noun,False,singular,,,,1
unruly,authority.vice,adjective,False,,,a,,1
subverts,authority.vice,verb,False,,,v,,1
unlawfulness,authority.vice,noun,True,singular,,n,noun.attribute,1
overthrown,authority.vice,verb,False,,,v,,1
anarchistic,authority.vice,adjective,False,,,a,,1
dishonours,authority.vice,verb,False,,,n|v,noun.state,1
riots,authority.vice,noun,True,plural,NoC:9,n|v,noun.act,1
refuse,authority.vice,verb,False,,Verb:128,n|v,noun.substance,1
chaotic,authority.vice,adjective,False,,,a,,1
nonconformity,authority.vice,noun,True,singular,,n,noun.communication,1
dissenters,authority.vice,noun,True,plural,,n,noun.person,1
uprising,authority.vice,gerund,True,singular,,n|v,noun.act,1
insurrections,authority.vice,noun,True,plural,,n,noun.act,1
rioters,authority.vice,noun,True,plural,,n,noun.person,1
disordering,authority.vice,gerund,True,singular,,v,,1
insubordinate,authority.vice,adjective,False,,,a,,1
mutinied,authority.vice,verb,False,,,v,,1
insurrectionist,authority.vice,noun,False,singular,,n,noun.person,1
unlawful,authority.vice,adjective,False,,,a,,1
nonconformists,authority.vice,noun,True,plural,,n,noun.person,1
uprisings,authority.vice,noun,True,plural,,n,noun.act,1
dishonors,authority.vice,verb,False,,,n|v,noun.state,1
tumult,authority.vice,noun,True,singular,,n,noun.state,1
overthrew,authority.vice,verb,False,,,v,,1
overthrows,authority.vice,verb,False,,,n|v,noun.act,1
rabble rousers,authority.vice,noun_phrase,True,plural,,,,2
renegade,authority.vice,noun,False,singular,,a|n|v,noun.person,1
impolite,authority.vice,adjective,False,,,a,,1
renegades,authority.vice,noun,True,plural,,n|v,noun.person,1
rabble rousing,authority.vice,gerund_phrase,True,singular,,,,2
dishonored,authority.vice,verb,False,,,a|v,,1
illegal,authority.vice,adjective,False,,Adj:24,a,,1
rioter,authority.vice,noun,False,singular,,n,noun.person,1
mutinous,authority.vice,adjective,False,,,a,,1
disarrayed,authority.vice,adjective,False,,,a|v,,1
dissidents,authority.vice,noun,True,plural,,n,noun.person,1
anarchists,authority.vice,noun,True,plural,,n,noun.person,1
raise hell,authority.vice,verb_phrase,False,,,v,,2
disorder,authority.vice,noun,True,singular,NoC:41,n|v,noun.state,1
refusers,authority.vice,noun,True,plural,,,,1
permissive,authority.vice,adjective,False,,,a,,1
anarchist,authority.vice,noun,False,singular,,n,noun.person,1
dissident,authority.vice,noun,False,singular,,a|n,noun.person,1
raises hell,authority.vice,verb_phrase,False,,,,,2
disordered,authority.vice,adjective,False,,,a|v,,1
overpower,authority.vice,verb,False,,,v,,1
rabble rouser,authority.vice,noun_phrase,False,singular,,,,2
raising hell,authority.vice,gerund_phrase,True,singular,,n,noun.act,2
unauthorized,authority.vice,adjective,False,,,a,,1
refusing,authority.vice,gerund,True,singular,Verb:14,v,,1
refuses,authority.vice,verb,False,,Verb:7,n|v,noun.substance,1
rioted,authority.vice,verb,False,,,v,,1
orders,authority.vice,noun,True,plural,NoC:52|Verb:2,n|v,noun.communication,1
dissenter,authority.vice,noun,False,singular,,n,noun.person,1
chaotically,authority.vice,adverb,False,,,r,,1
nonconformist,authority.vice,noun,False,singular,,a|n,noun.person,1
illegals,authority.vice,noun,True,plural,,,,1
unlawfully,authority.vice,adverb,False,,,r,,1
heretical,authority.vice|sanctity.vice,adjective,False,,,a,,1
dissents,authority.vice,verb,False,,,n|v,noun.communication,1
traditions,authority.vice,noun,True,plural,NoC:16,n,noun.cognition,1
dissenting,authority.vice,gerund,True,singular,,a|v,,1
overpowers,authority.vice,verb,False,,,v,,1
trouble maker,authority.vice,noun_phrase,False,singular,,n,noun.person,2
refused,authority.vice,verb,False,,Verb:63,v,,1
rock the boat,authority.vice,verb_phrase,False,,,,,3
overpowering,authority.vice,gerund,True,singular,,a|v,,1
tumultuous,authority.vice,adjective,False,,,a,,1
overpowered,authority.vice,verb,False,,,v,,1
dissented,authority.vice,verb,False,,,v,,1
nonconforming,authority.vice,adjective,False,,,a,,1
sanctity,sanctity.virtue,noun,True,singular,,n,noun.attribute,1
sacred,sanctity.virtue,adjective,False,,Adj:13,a,,1
sacredness,sanctity.virtue,noun,True,singular,,n,noun.attribute,1
purity,sanctity.virtue,noun,True,singular,,n,noun.state,1
wholesome,sanctity.virtue,adjective,False,,,a,,1
