text,categories,word_type,frame_fit,number,bnc_pos,wordnet_pos,noun_supersense,n_words
dirty,sanctity.vice,adjective,False,,Adj:53,a|v,,1
mucky,sanctity.vice,adjective,False,,,a,,1
puke,sanctity.vice,noun,False,singular,,n|v,noun.person,1
alcoholism,sanctity.vice,noun,True,singular,,n,noun.state,1
feces,sanctity.vice,noun,True,singular,,n,noun.substance,1
sullied,sanctity.vice,verb,False,,,v,,1
disgustingly,sanctity.vice,adverb,False,,,r,,1
sexual,sanctity.vice,adjective,False,,Adj:69,a,,1
cunt,sanctity.vice,noun,False,singular,,n,noun.person,1
taints,sanctity.vice,verb,False,,,n|v,noun.state,1
profane,sanctity.vice,adjective,False,,,a|v,,1
fucking,sanctity.vice,gerund,True,singular,Adj:18|Adv:12|Verb:1,a|n|r|v,noun.act,1
tarnishing,sanctity.vice,gerund,True,singular,,v,,1
fornicated,sanctity.vice,verb,False,,,v,,1
mar,sanctity.vice,noun,True,singular,,n|v,noun.time,1
shitting,sanctity.vice,gerund,True,singular,,n|v,noun.process,1
slut,sanctity.vice,noun,False,singular,,n,noun.person,1
obscene,sanctity.vice,adjective,False,,,a,,1
barf,sanctity.vice,noun,True,singular,,n|v,noun.substance,1
rotten,sanctity.vice,adjective,False,,,a,,1
disgusted,sanctity.vice,verb,False,,,a|v,,1
cunts,sanctity.vice,noun,True,plural,,n,noun.person,1
waste,sanctity.vice,noun,True,singular,NoC:111|Verb:47,a|n|v,noun.substance,1
parasitically,sanctity.vice,adverb,False,,,r,,1
sinfully,sanctity.vice,adverb,False,,,,,1
wastes,sanctity.vice,noun,True,plural,NoC:5|Verb:1,n|v,noun.substance,1
vomit,sanctity.vice,noun,True,singular,,n|v,noun.substance,1
pathogen,sanctity.vice,noun,False,singular,,n,noun.animal,1
rats,sanctity.vice,noun,True,plural,NoC:14,n|v,noun.animal,1
pathogenic,sanctity.vice,adjective,False,,,a,,1
indecent,sanctity.vice,adjective,False,,,a,,1
infect,sanctity.vice,verb,False,,,v,,1
leper,sanctity.vice,noun,False,singular,,n,noun.person,1
indecently,sanctity.vice,adverb,False,,,r,,1
shit,sanctity.vice,noun,True,singular,NoC:38,n|v,noun.substance,1
abhors,sanctity.vice,verb,False,,,v,,1
skank,sanctity.vice,noun,True,singular,,n|v,noun.substance,1
infestation,sanctity.vice,noun,True,singular,,n,noun.state,1
deflowered,sanctity.vice,verb,False,,,v,,1
leprosy,sanctity.vice,noun,True,singular,,n,noun.state,1
diseases,sanctity.vice,noun,True,plural,NoC:18,n,noun.state,1
dirt,sanctity.vice,noun,True,singular,NoC:10,a|n,noun.substance,1
cursing,sanctity.vice,gerund,True,singular,,v,,1
tarnishment,sanctity.vice,noun,True,singular,,,,1
disease,sanctity.vice,noun,True,singular,NoC:196,n,noun.state,1
prostitution,sanctity.vice,noun,True,singular,,n,noun.act,1
infested,sanctity.vice,verb,False,,,v,,1
sluts,sanctity.vice,noun,True,plural,,n,noun.person,1
fuckers,sanctity.vice,noun,True,plural,,n,noun.person,1
profanity,sanctity.vice,noun,True,singular,,n,noun.communication,1
addiction,sanctity.vice,noun,True,singular,,n,noun.state,1
contaminated,sanctity.vice,adjective,False,,,a|v,,1
scuzzy,sanctity.vice,adjective,False,,,,,1
infectiousness,sanctity.vice,noun,True,singular,,,,1
indecency,sanctity.vice,noun,True,singular,,n,noun.attribute,1
vomited,sanctity.vice,verb,False,,,v,,1
germ,sanctity.vice,noun,True,singular,,n,noun.cognition,1
prostituting,sanctity.vice,gerund,True,singular,,v,,1
excreted,sanctity.vice,verb,False,,,v,,1
rubbish,sanctity.vice,noun,True,singular,NoC:46,n|v,noun.substance,1
fucked,sanctity.vice,verb,False,,Verb:2,v,,1
sodomy,sanctity.vice,noun,True,singular,,n,noun.act,1
untouchables,sanctity.vice,noun,True,plural,,n,noun.person,1
epidemics,sanctity.vice,noun,True,plural,,n,noun.event,1
swear,sanctity.vice,verb,False,,Verb:32,v,,1
shits,sanctity.vice,noun,True,plural,NoC:0,n|v,noun.substance,1
whorehouses,sanctity.vice,noun,True,plural,,n,noun.artifact,1
pigsty,sanctity.vice,noun,False,singular,,n,noun.artifact,1
germs,sanctity.vice,noun,True,plural,,n,noun.cognition,1
prostituted,sanctity.vice,verb,False,,,v,,1
mud,sanctity.vice,noun,True,singular,NoC:39,n|v,noun.substance,1
dung,sanctity.vice,verb,False,,,n|v,noun.substance,1
epidemic,sanctity.vice,noun,True,singular,,a|n,noun.event,1
rat,sanctity.vice,noun,False,singular,NoC:35,n|v,noun.animal,1
douchebag,sanctity.vice,noun,False,singular,,,,1
perversely,sanctity.vice,adverb,False,,,r,,1
pukes,sanctity.vice,noun,True,plural,,n|v,noun.person,1
puking,sanctity.vice,gerund,True,singular,,n|v,noun.act,1
prostitutes,sanctity.vice,verb,False,,,n|v,noun.person,1
barfs,sanctity.vice,verb,False,,,n|v,noun.substance,1
slutting,sanctity.vice,gerund,True,singular,,,,1
trashing,sanctity.vice,gerund,True,singular,,v,,1
whored,sanctity.vice,verb,False,,,v,,1
douchebags,sanctity.vice,noun,True,plural,,,,1
infection,sanctity.vice,noun,True,singular,NoC:61,n,noun.state,1
shite,sanctity.vice,noun,True,singular,,n,noun.substance,1
spoil,sanctity.vice,verb,False,,Verb:21,n|v,noun.possession,1
gross,sanctity.vice,adjective,False,,Adj:46,a|n|v,noun.quantity,1
repulsed,sanctity.vice,verb,False,,,v,,1
pus,sanctity.vice,noun,True,singular,,n,noun.time,1
festering,sanctity.vice,gerund,True,singular,,n|v,noun.process,1
cockroaches,sanctity.vice,noun,True,plural,,n,noun.animal,1
tainted,sanctity.vice,verb,False,,,a|v,,1
contagion,sanctity.vice,noun,True,singular,,n,noun.state,1
barfed,sanctity.vice,verb,False,,,v,,1
infects,sanctity.vice,verb,False,,,v,,1
damned,sanctity.vice,noun,False,singular,,a|n|r|v,noun.group,1
addictions,sanctity.vice,noun,True,plural,,n,noun.state,1
shitty,sanctity.vice,adjective,False,,,a,,1
skanking,sanctity.vice,gerund,True,singular,,v,,1
trash,sanctity.vice,noun,True,singular,,n|v,noun.substance,1
whorehouse,sanctity.vice,noun,False,singular,,n,noun.artifact,1
phlegm,sanctity.vice,noun,True,singular,,n,noun.feeling,1
moldy,sanctity.vice,adjective,False,,,a,,1
plaguing,sanctity.vice,gerund,True,singular,,v,,1
shat,sanctity.vice,verb,False,,,v,,1
drugged,sanctity.vice,verb,False,,,a|v,,1
garbage,sanctity.vice,noun,True,singular,,n,noun.substance,1
infecting,sanctity.vice,gerund,True,singular,,v,,1
pandemics,sanctity.vice,noun,True,plural,,n,noun.event,1
viruses,sanctity.vice,noun,True,plural,NoC:5,n,noun.animal,1
nauseated,sanctity.vice,verb,False,,,a|v,,1
cockroach,sanctity.vice,noun,False,singular,,n,noun.animal,1
puked,sanctity.vice,verb,False,,,v,,1
drugging,sanctity.vice,gerund,True,singular,,n|v,noun.act,1
manure,sanctity.vice,noun,True,singular,,n|v,noun.substance,1
mucking,sanctity.vice,gerund,True,singular,,v,,1
lewd,sanctity.vice,adjective,False,,,a,,1
alcoholics,sanctity.vice,noun,True,plural,,n,noun.person,1
gangrenous,sanctity.vice,adjective,False,,,a,,1
barfing,sanctity.vice,gerund,True,singular,,v,,1
gangrene,sanctity.vice,noun,True,singular,,n|v,noun.state,1
shitter,sanctity.vice,noun,False,singular,,n,noun.person,1
shittier,sanctity.vice,adjective,False,,,,,1
tarnished,sanctity.vice,verb,False,,,v,,1
cock,sanctity.vice,noun,False,singular,,n|v,noun.body,1
vomits,sanctity.vice,noun,True,plural,,n|v,noun.substance,1
hookers,sanctity.vice,noun,True,plural,,n,noun.person,1
damn,sanctity.vice,noun,True,singular,,a|n|r|v,noun.attribute,1
addict,sanctity.vice,noun,False,singular,,n|v,noun.person,1
alcoholic,sanctity.vice,noun,False,singular,,a|n,noun.person,1
nausea,sanctity.vice,noun,True,singular,,n,noun.state,1
swearing,sanctity.vice,gerund,True,singular,Verb:3,n|v,noun.communication,1
vomiting,sanctity.vice,gerund,True,singular,,n|v,noun.act,1
skanked,sanctity.vice,verb,False,,,v,,1
infections,sanctity.vice,noun,True,plural,NoC:7,n,noun.state,1
foul,sanctity.vice,verb,False,,,a|n|v,noun.act,1
prostitute,sanctity.vice,noun,False,singular,,n|v,noun.person,1
risque,sanctity.vice,adjective,False,,,a,,1
lice,sanctity.vice,noun,True,plural,,n,noun.animal,1
gonorrhea,sanctity.vice,noun,True,singular,,n,noun.state,1
wasting,sanctity.vice,gerund,True,singular,Verb:7,n|v,noun.state,1
profanities,sanctity.vice,noun,True,plural,,n,noun.communication,1
divorces,sanctity.vice,noun,True,plural,NoC:1|Verb:0,n|v,noun.act,1
crappy,sanctity.vice,adjective,False,,,a,,1
spreading,sanctity.vice,gerund,True,singular,Verb:9,n|v,noun.event,1
wasters,sanctity.vice,noun,True,plural,,n,noun.person,1
addicting,sanctity.vice,gerund,True,singular,,v,,1
trashed,sanctity.vice,verb,False,,,v,,1
addicts,sanctity.vice,noun,True,plural,,n|v,noun.person,1
scabies,sanctity.vice,noun,True,singular,,n,noun.state,1
swore,sanctity.vice,verb,False,,Verb:5,v,,1
nauseous,sanctity.vice,adjective,False,,,a,,1
phlegmatically,sanctity.vice,adverb,False,,,r,,1
spoiling,sanctity.vice,gerund,True,singular,Verb:2,n|v,noun.process,1
nauseatingly,sanctity.vice,adverb,False,,,,,1
drugs,sanctity.vice,noun,True,plural,NoC:53,n|v,noun.artifact,1
virus,sanctity.vice,noun,False,singular,NoC:35,n,noun.animal,1
waster,sanctity.vice,noun,False,singular,,n,noun.person,1
untouchable,sanctity.vice,noun,False,singular,,a|n,noun.person,1
addicted,sanctity.vice,adjective,False,,,a|v,,1
damning,sanctity.vice,gerund,True,singular,,a|v,,1
pandemic,sanctity.vice,noun,True,singular,,a|n,noun.event,1
hooker,sanctity.vice,noun,False,singular,,n,noun.person,1
bm,sanctity.vice,noun,True,singular,,n,noun.substance,1
infected,sanctity.vice,verb,False,,,a|v,,1
festered,sanctity.vice,verb,False,,,v,,1
marred,sanctity.vice,verb,False,,,a|v,,1
phlegmatic,sanctity.vice,adjective,False,,,a,,1
divorce,sanctity.vice,noun,True,singular,NoC:35|Verb:15,n|v,noun.act,1
viral,sanctity.vice,adjective,False,,,a,,1
contagiously,sanctity.vice,adverb,False,,,r,,1
plagued,sanctity.vice,verb,False,,,v,,1
repulsing,sanctity.vice,gerund,True,singular,,v,,1
swears,sanctity.vice,verb,False,,Verb:1,v,,1
drug,sanctity.vice,noun,False,singular,NoC:154,n|v,noun.artifact,1
spoiled,sanctity.vice,verb,False,,Verb:4,a|v,,1
cum,sanctity.vice,noun,False,singular,,n,noun.body,1
divorcing,sanctity.vice,gerund,True,singular,Verb:0,v,,1
wasted,sanctity.vice,verb,False,,Verb:10,a|v,,1
divorced,sanctity.vice,verb,False,,Verb:7,a|v,,1
contagious,sanctity.vice,adjective,False,,,a,,1
