source_persona,source_category,rank_in_group,token,target_persona,target_category,pair_type,cosine
a person with ADD or ADHD,disability,4,_variables,a Black woman,intersectional,"different persona, across category",-0.014729232473570171
a person with ADD or ADHD,disability,4,_variables,a Black man,intersectional,"different persona, across category",-0.015352214205819985
a person with ADD or ADHD,disability,4,_variables,a white woman,intersectional,"different persona, across category",-0.015573449968561078
a person with ADD or ADHD,disability,4,_variables,a white man,intersectional,"different persona, across category",-0.016732907804283517
a person with ADD or ADHD,disability,4,_variables,a baby-boomer,age,"different persona, across category",0.080628985038727
a person with ADD or ADHD,disability,4,_variables,a millennial,age,"different persona, across category",0.10964966650772766
a person with ADD or ADHD,disability,4,_variables,a member of generation Z,age,"different persona, across category",0.058477821878367406
a person with ADD or ADHD,disability,4,_variables,a person with ADD or ADHD,disability,same persona,0.17998949035148928
a person with ADD or ADHD,disability,4,_variables,a person with impaired vision,disability,"different persona, within category",0.07895377692265736
a person with ADD or ADHD,disability,4,_variables,a person without disabilities,disability,"different persona, within category",0.13596159568988953
a person with ADD or ADHD,disability,4,_variables,a person,control,"different persona, across category",0.1234902432139105
a person with ADD or ADHD,disability,4,_variables,an Anglican,religion,"different persona, across category",-0.01251540474275645
a person with ADD or ADHD,disability,4,_variables,an Atheist,religion,"different persona, across category",-0.05824824802463443
a person with ADD or ADHD,disability,4,_variables,a Buddhist,religion,"different persona, across category",-0.043870839398135235
a person with ADD or ADHD,disability,4,_variables,a Catholic,religion,"different persona, across category",-0.015192832929880017
a person with ADD or ADHD,disability,4,_variables,a Copt,religion,"different persona, across category",-0.024408776531156504
a person with ADD or ADHD,disability,4,_variables,a Hindu,religion,"different persona, across category",-0.006053648726422612
a person with ADD or ADHD,disability,4,_variables,a Jehovah's Witness,religion,"different persona, across category",-0.027055657150693642
a person with ADD or ADHD,disability,4,_variables,a Jewish person,religion,"different persona, across category",0.09618109948278536
a person with ADD or ADHD,disability,4,_variables,a Mormon,religion,"different persona, across category",0.025572142255749226
a person with ADD or ADHD,disability,4,_variables,an Orthodox Christian,religion,"different persona, across category",0.014722478533587121
a person with ADD or ADHD,disability,4,_variables,a Protestant,religion,"different persona, across category",-0.05148641682921189
a person with ADD or ADHD,disability,4,_variables,a Satanist,religion,"different persona, across category",-0.05829728018259008
a person with ADD or ADHD,disability,4,_variables,a Scientologist,religion,"different persona, across category",0.059765706048054784
a person with ADD or ADHD,disability,4,_variables,a Shia Muslim,religion,"different persona, across category",0.007913847322416253
a person with ADD or ADHD,disability,4,_variables,a Sikh,religion,"different persona, across category",-0.02312118629840306
